iter	RMSE
175	0.03020947008
176	0.0301746545
177	0.03011718039
178	0.03007945746
179	0.03002487812
180	0.02999131992
181	0.02995725564
182	0.02992156907
183	0.02987352079
184	0.02985560648
185	0.02982853451
186	0.02979298388
187	0.02975645523
188	0.02973364353
189	0.02970491044
190	0.02967382232
191	0.02963352426
192	0.02961035739
193	0.02957773504
194	0.02955656054
195	0.02950627767
196	0.02948230763
197	0.02945513954
198	0.02941838048
199	0.02937930552
200	0.02935681422
201	0.02933601852
202	0.02930437434
203	0.02927403404
204	0.02924569965
205	0.02920595126
206	0.02917793941
207	0.02914610029
208	0.02910030201
209	0.029063141
210	0.02903396772
211	0.02900630131
212	0.02898020234
213	0.02895933611
214	0.02893611386
215	0.02889591601
216	0.02886602109
217	0.0288385644
218	0.02881481143
219	0.02879573871
220	0.02877490975
221	0.02875398674
222	0.02871263877
223	0.02867928119
224	0.02865488328
225	0.02863326836
226	0.02859805441
227	0.02857677465
228	0.02855019078
229	0.0285268544
230	0.02850940206
231	0.02847975919
232	0.02843996592
233	0.02842343207
234	0.02840425427
235	0.02839092471
236	0.02836243774
237	0.02834470513
238	0.02832175673
239	0.02829943212
240	0.02828628007
241	0.02826826826
242	0.02824491652
243	0.0282203878
244	0.0281998666
245	0.02814696115
246	0.0281288353
247	0.02810377184
248	0.02809370262
249	0.02807625003
250	0.02805753097
251	0.02803522208
252	0.02801765391
253	0.02798971889
254	0.02796877183
255	0.02793842012
256	0.02791440549
257	0.02789599551
258	0.02786978554
259	0.02785809113
260	0.02783844276
261	0.02781748974
262	0.02780852279
263	0.02777615848
264	0.02775462935
265	0.02773451326
266	0.02771496837
267	0.0276976728
268	0.02768616864
269	0.02766676652
270	0.02764664922
271	0.02763308589
272	0.02761206399
273	0.02758649348
274	0.02757663788
275	0.02755885833
276	0.02753749387
277	0.02751091215
278	0.02750070707
279	0.0274846917
280	0.02746770838
281	0.02744031494
282	0.02742560352
283	0.02740632903
284	0.02738469266
285	0.02737248457
286	0.0273496733
287	0.02732490309
288	0.02730974538
289	0.02729431791
290	0.02727149071
291	0.02725071019
292	0.02721627586
293	0.02721005006
294	0.02719046041
295	0.0271674303
296	0.02714784637
297	0.02713517826
298	0.02712605366
299	0.02711490041
300	0.02709242067
301	0.02707353965
302	0.02705984385
303	0.02704276646
304	0.02702636605
305	0.0270158196
306	0.02700157722
307	0.0269897094
308	0.02697590371
309	0.02695748585
310	0.02694245675
311	0.02693040686
312	0.02691454798
313	0.02689936328
314	0.02688023454
315	0.02686526891
316	0.02685647431
317	0.02684039486
318	0.02682676335
319	0.02681519287
320	0.02680113527
321	0.02678822973
322	0.0267753124
323	0.02676714216
324	0.0267379669
325	0.02672916863
326	0.02672050535
327	0.02670832255
328	0.0266869876
329	0.02667364231
330	0.02665515334
331	0.02663519883
332	0.02662358799
333	0.02660875831
334	0.02659532816
335	0.02658451549
336	0.02657968252
337	0.02657467834
338	0.02656082838
339	0.02654137432
340	0.02651552676
341	0.02650389521
342	0.02648582191
343	0.02646990856
344	0.02646160804
345	0.02645124519
346	0.02643996718
347	0.02642678636
348	0.02640879078
349	0.02639753231
350	0.02638431518
351	0.0263554484
352	0.02634005847
353	0.0263326631
354	0.02632071769
355	0.02630494447
356	0.02629512175
357	0.02628084192
358	0.02626634255
359	0.02625424594
360	0.02624249581
361	0.0262334458
362	0.02621456287
363	0.02620244472
364	0.02618529217
365	0.02617098748
366	0.02614989346
367	0.02613633934
368	0.02611706916
369	0.02610036033
370	0.02607761914
371	0.02607155291
372	0.02605941566
373	0.02605033206
374	0.02604251426
375	0.02603348432
376	0.0260140407
377	0.02600346557
378	0.02598899779
379	0.02597643215
380	0.02596997193
381	0.02596329021
382	0.02595266435
383	0.02594626968
384	0.02593234838
385	0.02592156067
386	0.02591497662
387	0.02590370049
388	0.02589170172
389	0.02588294169
390	0.02587202607
391	0.02586482611
392	0.02585067421
393	0.02583990013
394	0.02583031841
395	0.02582076881
396	0.0258112388
397	0.02580241682
398	0.0257939116
399	0.02578080754
400	0.02576823971
401	0.02574782147
402	0.02574048309
403	0.0257227263
404	0.02571302216
405	0.02569290357
406	0.02568306835
407	0.0256630574
408	0.02565601004
409	0.02564404457
410	0.02563136414
411	0.02562016183
412	0.02560451548
413	0.02558735131
414	0.02557814099
415	0.02555732159
416	0.0255461351
417	0.02553292828
418	0.0255265221
419	0.02552095421
420	0.02551125122
421	0.02549933395
422	0.02549062744
423	0.02547663346
424	0.02546976372
425	0.02546058453
426	0.02544890427
427	0.02544116315
428	0.02543394463
429	0.02542594436
430	0.0254178493
431	0.0254092265
432	0.02539569765
433	0.02537890818
434	0.02536862431
435	0.02535917435
436	0.02535133621
437	0.02534201789
438	0.02533246874
439	0.02532742152
440	0.02531712033
441	0.02531312321
442	0.02530576801
443	0.02530005305
444	0.02528722864
445	0.02527589111
446	0.02527176014
447	0.0252620496
448	0.02524106819
449	0.02522880122
450	0.0252233705
451	0.02521871623
452	0.02521247131
453	0.02519645439
454	0.02518661813
455	0.02517725248
456	0.02516621439
457	0.02515266742
458	0.02514332829
459	0.02513613599
460	0.02512898815
461	0.02511539179
462	0.02510374853
463	0.02509447081
464	0.02509103906
465	0.02507975973
466	0.02506811063
467	0.02505459525
468	0.02504864197
469	0.02504004616
470	0.0250329583
471	0.02502287684
472	0.02501635355
473	0.02500254609
474	0.02499280233
475	0.02498493379
476	0.02497458948
477	0.02496651032
478	0.02495647231
479	0.02495031919
480	0.02493571444
481	0.0249284186
482	0.02491931562
483	0.02491159673
484	0.02490751822
485	0.02490288103
486	0.02489369918
487	0.02488877226
488	0.02488126333
489	0.02487033058
490	0.02486416149
491	0.02485961463
492	0.0248494971
493	0.02483836191
494	0.02483162017
495	0.02482651018
496	0.02481932111
497	0.0248146675
498	0.02480985913
499	0.0248016858
